Indicativo;enero;febrero;marzo;abril;mayo;junio;julio;agosto;septiembre;octubre;noviembre;diciembre;anual
1387;0;1;0;0;0;1;0;0;0;0;0;0;2
1387E;0;1;0;0;0;2;0;0;1;1;0;0;5
1428;2;3;0;0;0;0;0;0;0;1;0;1;7
8175;0;0;0;0;0;1;0;1;0;1;0;0;3
8178D;0;0;0;0;0;1;0;1;0;1;0;0;3
8025;0;0;0;0;1;0;0;0;0;0;1;0;2
8019;0;0;2;0;1;0;0;0;0;0;1;0;4
6325O;0;0;1;0;0;0;0;0;0;0;0;0;1
9091O;0;0;0;0;1;0;0;0;0;0;2;2;5
1212E;2;1;0;0;0;1;0;0;1;0;1;1;7
1208H;1;1;0;0;0;1;0;0;0;0;3;0;6
1249I;0;1;0;1;0;2;0;0;0;0;2;1;7
2444;0;0;0;0;0;0;0;0;1;0;0;0;1
4452;0;0;0;0;0;1;0;0;0;1;0;0;2
B954;0;0;0;0;1;0;0;0;0;1;0;0;2
B893;0;0;0;0;0;0;0;0;1;0;3;0;4
B278;0;0;0;0;1;0;0;0;0;0;1;0;2
B228;0;0;0;0;1;0;0;0;0;0;3;0;4
0200E;0;0;0;0;0;0;0;0;0;0;1;0;1
0076;0;;0;0;0;0;;0;0;0;2;0;
1082;0;0;0;0;0;1;0;0;0;0;5;4;10
2331;0;0;0;0;0;0;0;0;0;0;0;0;0
3469A;0;1;0;1;0;0;0;0;0;2;0;0;4
5973;2;0;0;0;0;0;0;0;0;0;0;2;4
5960;2;0;0;0;0;0;0;0;0;0;0;1;3
5910;2;0;0;0;0;0;0;0;0;0;0;2;4
6001;;1;1;0;0;0;0;0;0;;;0;
1111;2;0;0;0;0;0;0;0;0;0;3;4;9
1109;2;0;0;0;0;1;0;0;0;0;3;4;10
8501;;;;;0;0;0;1;1;0;0;0;
8500A;0;0;0;0;0;0;0;0;1;0;0;0;1
5000C;2;0;2;0;0;0;0;0;0;0;2;1;7
4121;0;0;0;0;0;0;0;0;0;1;0;0;1
5402;0;0;0;0;0;0;0;0;0;0;0;2;2
8096;0;0;0;0;1;0;0;0;1;1;1;0;4
1014;0;1;0;0;1;5;0;0;1;1;5;4;18
1024E;0;2;0;0;0;3;1;0;1;0;3;4;14
0367;0;0;0;0;0;0;0;0;2;0;1;0;3
5530E;0;0;0;0;0;0;0;0;0;0;0;0;0
5514;0;0;0;0;0;0;0;0;0;0;0;0;0
3013;0;0;0;0;0;0;0;0;1;0;0;0;1
4642E;0;0;0;0;0;0;0;0;0;0;0;0;0
9898;1;0;0;0;0;0;0;0;0;0;1;0;2
5270B;0;0;0;0;0;0;0;0;0;0;0;0;0
9170;0;0;0;0;0;1;0;0;0;0;0;0;1
C249I;0;0;0;0;0;0;0;0;0;0;0;0;0
C649I;0;0;0;0;0;0;0;0;0;0;0;0;0
C029O;1;0;0;0;0;0;0;0;0;0;0;0;1
2661;0;0;0;0;0;0;0;0;0;0;0;0;0
1549;0;0;0;0;0;0;0;0;0;0;0;0;0
9771C;0;0;0;0;0;0;0;0;0;0;1;0;1
1505;1;1;0;0;0;0;0;0;0;1;0;;
3191E;0;0;0;0;0;0;0;0;0;1;0;0;1
3129;0;0;0;0;0;0;0;0;0;1;0;0;1
3196;0;0;0;0;0;0;0;0;0;2;0;0;2
3200;1;0;0;0;0;0;0;0;0;2;0;0;3
3195;1;0;0;0;0;1;0;1;1;2;0;0;6
3175;0;0;0;0;0;1;0;0;0;1;0;0;2
2462;2;3;0;0;0;0;0;1;1;2;0;0;9
6155A;2;0;0;0;0;0;0;0;0;0;0;0;2
6000A;0;0;0;0;0;0;0;0;1;0;0;0;1
7178I;0;0;0;0;1;0;0;0;0;0;0;0;1
7228;0;0;0;0;1;0;0;0;0;0;0;0;1
7031;0;0;0;0;1;0;0;0;0;1;1;0;3
9263D;0;0;0;0;0;1;0;0;0;0;2;1;4
9262;0;;0;0;0;2;0;0;0;0;2;1;
1690A;0;2;0;0;0;1;0;0;0;0;0;0;3
1484C;3;4;0;1;1;0;0;0;0;2;0;3;14
1495;2;4;0;0;0;0;0;0;0;2;0;3;11
2867;0;0;0;0;0;0;0;1;0;1;0;0;2
2870;0;0;0;0;0;0;0;0;1;1;0;0;2
C929I;0;0;0;0;0;0;0;0;0;0;0;0;0
C430E;1;0;0;0;0;0;0;0;0;0;1;0;2
C139E;0;0;0;0;0;0;0;0;0;0;1;0;1
C449C;1;1;0;0;0;0;0;0;0;0;0;0;2
C447A;1;3;0;1;0;0;0;0;0;0;1;0;6
C429I;0;0;0;0;0;0;0;0;0;0;0;0;0
2465;0;0;0;0;0;0;0;0;0;0;0;0;0
5796;1;0;0;0;0;0;0;0;0;0;1;0;2
5783;1;0;0;0;0;0;0;0;0;;0;;
2030;0;0;0;0;0;0;0;0;1;0;0;0;1
0016A;0;0;0;0;0;0;0;0;0;0;1;0;1
9981A;0;0;0;0;0;1;0;1;3;0;2;0;7
9381I;0;0;0;0;0;0;0;0;1;0;0;0;1
8368U;0;0;0;0;0;0;1;1;0;0;0;0;2
3260B;;0;0;0;0;0;0;1;0;1;0;;
8416;0;0;0;0;0;0;0;0;1;0;1;0;2
8414A;0;0;0;0;0;0;0;0;1;0;0;0;1
2422;0;0;0;0;0;0;0;0;0;0;0;0;0
2539;0;0;0;0;0;1;0;0;1;0;0;0;2
2614;0;0;0;0;0;0;0;0;1;0;0;0;1
9390;0;0;0;0;0;0;0;0;1;0;0;0;1
9434;0;0;0;0;0;0;0;0;1;0;0;0;1
